username,tweet
melatiseptian11,"""Hanya satu maksudnya yaitu jabatan kekuasaan presiden itu akan dimaksudkan untuk membela dan mengurus kaum miskin. Mengurus orang yang lemah, orang yang terpinggirkan,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Tsabrina99,"""Tukang bakso, kuli bangunan, pengangguran, buruh, petani, nelayan, pensiunan, tenaga honorer, mereka harus diurus. Siapa yang membela mereka kalau bukan kekuasaan,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Tsabrina99,Begitu pula jika nanti mendapat kepercayaan masyarakat untuk memimpin Indonesia. Muzani menjamin Prabowo tetap mengutamakan kepentingan masyarakat kecil.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ArethaFarah,Mempunyai hubungan baik  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/oh0x3S2jPP
marisauroraa_,"""Hanya satu maksudnya yaitu jabatan kekuasaan presiden itu akan dimaksudkan untuk membela dan mengurus kaum miskin. Mengurus orang yang lemah, orang yang terpinggirkan,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
GaniSamudera,"""Perjuangan kita tidak boleh berhenti sampai di sini. Kita akan terus berjuang sampai Prabowo jadi presiden,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
DalimaMayasari,"""Kalau beliau jadi Presiden inilah yang akan beliau lakukan. Beliau selalu ingin mengabdi untuk rakyat,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
BaraZhafir,"""Bahkan di usia yang tidak muda lagi beliau ingin tetap memperjuangkan rakyat miskin, pengangguran, dan orang-orang yang terpinggirkan,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ShameelaWinarti,"""Hanya satu maksudnya yaitu jabatan kekuasaan presiden itu akan dimaksudkan untuk membela dan mengurus kaum miskin. Mengurus orang yang lemah, orang yang terpinggirkan,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
GaniSamudera,Muzani mengatakan bahwa Partai Gerindra harus menjadi pelopor pengentasan kemiskinan di bumi Pertiwi.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
juliotamaa_,Sekjen Partai Gerindra Ahmad Muzani menyatakan bahwa pengabdian Prabowo Subianto tidak pernah usai untuk bangsa dan negara hingga kini dan sepanjang hidupnya.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
Nurinisrina1,"Keren, ternyata punya hubungan baik.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/Arb9VB0NcR"
florenza_extika,Gerindra: Pengabdian Prabowo untuk Bangsa dan Negara Tak Pernah Usai Sepanjang Hidupnya.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
mhmmdalbarr,Menteri Pertahanan (Menhan) Prabowo Subianto pun memergoki asisten pribadi Rizky Irmansyah yang turut mencoba lato-lato.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
marisauroraa_,Begitu pula jika nanti mendapat kepercayaan masyarakat untuk memimpin Indonesia. Muzani menjamin Prabowo tetap mengutamakan kepentingan masyarakat kecil.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ShameelaWinarti,Begitu pula jika nanti mendapat kepercayaan masyarakat untuk memimpin Indonesia. Muzani menjamin Prabowo tetap mengutamakan kepentingan masyarakat kecil.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
DalimaMayasari,Sekjen Partai Gerindra Ahmad Muzani menyatakan bahwa pengabdian Prabowo Subianto tidak pernah usai untuk bangsa dan negara hingga kini dan sepanjang hidupnya.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
BaraZhafir,"""Kalau beliau jadi Presiden inilah yang akan beliau lakukan. Beliau selalu ingin mengabdi untuk rakyat,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
juliotamaa_,"""Kalau beliau jadi Presiden inilah yang akan beliau lakukan. Beliau selalu ingin mengabdi untuk rakyat,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ayuwlnnnee,Momen Prabowo Pergoki Aspri Main Lato-Lato Bikin Ngakak.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
GaniSamudera,"Muzani mengatakan bahwa sesuai arahan Prabowo, kader Gerindra tidak boleh puas dengan prestasi partai hari ini sebagai partai kedua terbesar di Indonesia.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
melatiseptian11,Muzani menekankan kepada para kadernya bahwa Prabowo senantiasa membela rakyat miskin dan lemah.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
florenza_extika,"""Tukang bakso, kuli bangunan, pengangguran, buruh, petani, nelayan, pensiunan, tenaga honorer, mereka harus diurus. Siapa yang membela mereka kalau bukan kekuasaan,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
dwtriyana,Salah satu hasil LSN yang menarik dari kajian ini adalah Jabar masih dikuasai Prabowo  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/8EMtFol2p5
melatiseptian11,Muzani menjelaskan bahwa kekuasaan yang dimiliki bukan untuk kepentingan golongan.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
marisauroraa_,Muzani menekankan kepada para kadernya bahwa Prabowo senantiasa membela rakyat miskin dan lemah.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ShameelaWinarti,Muzani menekankan kepada para kadernya bahwa Prabowo senantiasa membela rakyat miskin dan lemah.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
Tsabrina99,Muzani menekankan kepada para kadernya bahwa Prabowo senantiasa membela rakyat miskin dan lemah.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ranggitaanggra1,"""Kalau beliau jadi Presiden inilah yang akan beliau lakukan. Beliau selalu ingin mengabdi untuk rakyat,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
DalimaMayasari,Gerindra: Pengabdian Prabowo untuk Bangsa dan Negara Tak Pernah Usai Sepanjang Hidupnya.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
florenza_extika,"""Hanya satu maksudnya yaitu jabatan kekuasaan presiden itu akan dimaksudkan untuk membela dan mengurus kaum miskin. Mengurus orang yang lemah, orang yang terpinggirkan,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
BaraZhafir,Sekjen Partai Gerindra Ahmad Muzani menyatakan bahwa pengabdian Prabowo Subianto tidak pernah usai untuk bangsa dan negara hingga kini dan sepanjang hidupnya.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ayuwlnnnee,"""Kemarin memang Pak Sandi sudah minta waktu dan sudah diberi waktu dan sudah ketemu sama Pak Prabowo,"" ucap Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
GaniSamudera,"Dalam rangka menyambut HUT Partai Gerindra ke-15 pada 6 Februari mendatang, Muzani meminta seluruh kader Gerindra untuk terus berbuat baik kepada rakyat.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
EstianaRos,Wih kedekatan pak Habibie dengan @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/pnfzeydqSq
safitri_gnyh,"""Kemarin memang Pak Sandi sudah minta waktu dan sudah diberi waktu dan sudah ketemu sama Pak Prabowo,"" ucap Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
NandaJesica1,Sandiaga disebut siap mendukung Prabowo sebagai calon presiden (capres) pada pemilihan presiden (Pilpres) 2024.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
DalimaMayasari,"""Tukang bakso, kuli bangunan, pengangguran, buruh, petani, nelayan, pensiunan, tenaga honorer, mereka harus diurus. Siapa yang membela mereka kalau bukan kekuasaan,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
marisauroraa_,Muzani menjelaskan bahwa kekuasaan yang dimiliki bukan untuk kepentingan golongan.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ShameelaWinarti,Muzani menjelaskan bahwa kekuasaan yang dimiliki bukan untuk kepentingan golongan.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
frlyawailaa_,Sandiaga disebut siap mendukung Prabowo sebagai calon presiden (capres) pada pemilihan presiden (Pilpres) 2024.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ranggitaanggra1,Sekjen Partai Gerindra Ahmad Muzani menyatakan bahwa pengabdian Prabowo Subianto tidak pernah usai untuk bangsa dan negara hingga kini dan sepanjang hidupnya.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
frlyawailaa_,"""Dalam pertemuan itu yang saya tahu bahwa yang bersangkutan itu menyatakan bahwa masih tunduk kepada garis partai dan loyal kepada Pak Prabowo,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
frlyawailaa_,"""Kemarin memang Pak Sandi sudah minta waktu dan sudah diberi waktu dan sudah ketemu sama Pak Prabowo,"" ucap Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
juliotamaa_,Gerindra: Pengabdian Prabowo untuk Bangsa dan Negara Tak Pernah Usai Sepanjang Hidupnya.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
EniAmanda1,Prabowo berpesan agar para kader bekerja keras untuk pemilihan parlemen  @prabowo @Gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/2m3O5zqPP5
CalistaKaisa,"""Nggak ada niatan buat ajarin pak Prabowo mas??"" ucap warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
frlyawailaa_,"Ketua Harian DPP Partai Gerindra, Sufmi Dasco Ahmad mengatakan bahwa Ketua Umum Partai Gerindra Prabowo Subianto sudah ditemui oleh Sandiaga Salahuddin Uno.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
melatiseptian11,"""Catat omongan saya, untuk apa 15 tahun sampai sekarang kita menantikan kekuasaan agar Prabowo presiden?"" ucap Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
melatiseptian11,Muzani mengatakan kader pun tidak boleh puas sampai Prabowo Subianto bisa menjadi Presiden Republik Indonesia berikutnya.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
GaniSamudera,"""Bahkan di usia yang tidak muda lagi beliau ingin tetap memperjuangkan rakyat miskin, pengangguran, dan orang-orang yang terpinggirkan,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
GaniSamudera,Sekjen Partai Gerindra Ahmad Muzani menyatakan bahwa pengabdian Prabowo Subianto tidak pernah usai untuk bangsa dan negara hingga kini dan sepanjang hidupnya.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
frlyawailaa_,"Dalam pertemuan tersebut, Sandiaga disebut patuh dan tunduk terhadap apa pun keputusan Partai Gerindra.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ramelia_sndy,Pertemuan antara Sandiaga dengan Prabowo diketahui dari unggahan di akun Instagram pribadi Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) itu.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
NandaJesica1,Momen Prabowo Pergoki Aspri Main Lato-Lato Bikin Ngakak.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
mhmmdalbarr,Momen Prabowo Pergoki Aspri Main Lato-Lato Bikin Ngakak.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
Taniaanandaa,Ada juga netizen yang membayangkan bagaimana Prabowo seandainya ikut mencoba bermain lato-lato bersama Rizky.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
florenza_extika,Begitu pula jika nanti mendapat kepercayaan masyarakat untuk memimpin Indonesia. Muzani menjamin Prabowo tetap mengutamakan kepentingan masyarakat kecil.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
DalimaMayasari,"""Hanya satu maksudnya yaitu jabatan kekuasaan presiden itu akan dimaksudkan untuk membela dan mengurus kaum miskin. Mengurus orang yang lemah, orang yang terpinggirkan,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
BaraZhafir,"""Tukang bakso, kuli bangunan, pengangguran, buruh, petani, nelayan, pensiunan, tenaga honorer, mereka harus diurus. Siapa yang membela mereka kalau bukan kekuasaan,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
frlyawailaa_,"Gerindra Sebut Sandiaga Sudah Temui Prabowo, Patuhi Apa Pun Keputusan Partai  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ramelia_sndy,"""Itu yang disampaikan. Sehingga kita sama-sama lihat insya Allah apa yang disampaikan itu yang dilakukan,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ayuwlnnnee,Pertemuan antara Sandiaga dengan Prabowo diketahui dari unggahan di akun Instagram pribadi Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) itu.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
marisauroraa_,"""Catat omongan saya, untuk apa 15 tahun sampai sekarang kita menantikan kekuasaan agar Prabowo presiden?"" ucap Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
AKamarisi,Hidup nya mengabdi untuk negeri.  @prabowo @gerindra Prabowo Lebih Baik Indonesia Terus Maju  https://t.co/jOYH2G67LZ
ramelia_sndy,"""Dalam pertemuan itu yang saya tahu bahwa yang bersangkutan itu menyatakan bahwa masih tunduk kepada garis partai dan loyal kepada Pak Prabowo,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ramelia_sndy,Sandiaga disebut siap mendukung Prabowo sebagai calon presiden (capres) pada pemilihan presiden (Pilpres) 2024.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ShameelaWinarti,"""Catat omongan saya, untuk apa 15 tahun sampai sekarang kita menantikan kekuasaan agar Prabowo presiden?"" ucap Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ranggitaanggra1,Gerindra: Pengabdian Prabowo untuk Bangsa dan Negara Tak Pernah Usai Sepanjang Hidupnya.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ramelia_sndy,"""Kemarin memang Pak Sandi sudah minta waktu dan sudah diberi waktu dan sudah ketemu sama Pak Prabowo,"" ucap Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ramelia_sndy,"Dalam pertemuan tersebut, Sandiaga disebut patuh dan tunduk terhadap apa pun keputusan Partai Gerindra.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ramelia_sndy,"Ketua Harian DPP Partai Gerindra, Sufmi Dasco Ahmad mengatakan bahwa Ketua Umum Partai Gerindra Prabowo Subianto sudah ditemui oleh Sandiaga Salahuddin Uno.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
juliotamaa_,"""Tukang bakso, kuli bangunan, pengangguran, buruh, petani, nelayan, pensiunan, tenaga honorer, mereka harus diurus. Siapa yang membela mereka kalau bukan kekuasaan,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
Tsabrina99,"""Catat omongan saya, untuk apa 15 tahun sampai sekarang kita menantikan kekuasaan agar Prabowo presiden?"" ucap Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
CalistaKaisa,"""Kayaknya di video selanjutnya pak Prabowo malah ikutan main lato-lato,"" ujar warganet.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
safitri_gnyh,"""Itu yang disampaikan. Sehingga kita sama-sama lihat insya Allah apa yang disampaikan itu yang dilakukan,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
melatiseptian11,"""Kita akan terus berjuang sampai Prabowo jadi presiden,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ramelia_sndy,"Gerindra Sebut Sandiaga Sudah Temui Prabowo, Patuhi Apa Pun Keputusan Partai  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
safitri_gnyh,Sandiaga disebut siap mendukung Prabowo sebagai calon presiden (capres) pada pemilihan presiden (Pilpres) 2024.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
ayuwlnnnee,"""Itu yang disampaikan. Sehingga kita sama-sama lihat insya Allah apa yang disampaikan itu yang dilakukan,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ayuwlnnnee,Sandiaga disebut siap mendukung Prabowo sebagai calon presiden (capres) pada pemilihan presiden (Pilpres) 2024.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
GaniSamudera,"""Kalau beliau jadi Presiden inilah yang akan beliau lakukan. Beliau selalu ingin mengabdi untuk rakyat,"" kata Muzani.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
GaniSamudera,Gerindra: Pengabdian Prabowo untuk Bangsa dan Negara Tak Pernah Usai Sepanjang Hidupnya.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
NandaJesica1,"""Kemarin memang Pak Sandi sudah minta waktu dan sudah diberi waktu dan sudah ketemu sama Pak Prabowo,"" ucap Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
ayuwlnnnee,"""Dalam pertemuan itu yang saya tahu bahwa yang bersangkutan itu menyatakan bahwa masih tunduk kepada garis partai dan loyal kepada Pak Prabowo,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
NandaJesica1,Pertemuan antara Sandiaga dengan Prabowo diketahui dari unggahan di akun Instagram pribadi Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) itu.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
NandaJesica1,"""Itu yang disampaikan. Sehingga kita sama-sama lihat insya Allah apa yang disampaikan itu yang dilakukan,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
NandaJesica1,"""Dalam pertemuan itu yang saya tahu bahwa yang bersangkutan itu menyatakan bahwa masih tunduk kepada garis partai dan loyal kepada Pak Prabowo,"" ujar Dasco.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo"
mhmmdalbarr,Pertemuan antara Sandiaga dengan Prabowo diketahui dari unggahan di akun Instagram pribadi Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) itu.  @prabowo  #dekade08  #mendingprabowo  #pilpres2024  #terusmajubersamaprabowo
